scene,moteur,passe,rang,score,texte_min_1440x900_px,detail_1440x900_px,texte_min_1920x1080_px,texte_min_A4_pt,remplissage_blocs,remplissage_cartes,rapport_cadre,coudes,portes_geometriques,reglages
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.382,0.069,4.039,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.378,0.071,4.145,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.378,0.071,4.145,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,25,0.580,7.00,7.64,8.75,4.64,0.760,0.213,1.672,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,26,0.580,7.00,7.64,8.75,4.64,0.760,0.213,1.672,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,1,0.585,7.21,7.87,9.00,4.68,0.754,0.222,1.707,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,2,0.585,7.21,7.87,9.00,4.68,0.754,0.222,1.707,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.382,0.069,4.039,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.382,0.069,4.039,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.378,0.071,4.145,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.378,0.071,4.145,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,27,0.580,7.00,7.64,8.75,4.64,0.760,0.213,1.672,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,28,0.580,7.00,7.64,8.75,4.64,0.760,0.213,1.672,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,3,0.585,7.21,7.87,9.00,4.68,0.754,0.222,1.707,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,4,0.585,7.21,7.87,9.00,4.68,0.754,0.222,1.707,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.382,0.069,4.039,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.382,0.069,4.039,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.378,0.071,4.145,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.378,0.071,4.145,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,29,0.580,7.00,7.64,8.75,4.64,0.760,0.213,1.672,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,30,0.580,7.00,7.64,8.75,4.64,0.760,0.213,1.672,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,5,0.585,7.21,7.87,9.00,4.68,0.754,0.222,1.707,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,6,0.585,7.21,7.87,9.00,4.68,0.754,0.222,1.707,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.382,0.069,4.039,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.382,0.069,4.039,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.378,0.071,4.145,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.378,0.071,4.145,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,31,0.580,7.00,7.64,8.75,4.64,0.760,0.213,1.672,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,32,0.580,7.00,7.64,8.75,4.64,0.760,0.213,1.672,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,7,0.585,7.21,7.87,9.00,4.68,0.754,0.222,1.707,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,8,0.585,7.21,7.87,9.00,4.68,0.754,0.222,1.707,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.382,0.069,4.039,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.382,0.069,4.039,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.378,0.071,4.145,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.378,0.071,4.145,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,42,0.552,6.66,7.26,8.31,4.42,0.733,0.193,1.671,44,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=false labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,43,0.552,6.66,7.26,8.31,4.42,0.733,0.193,1.671,44,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=false labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,17,0.585,7.05,7.69,8.80,4.68,0.757,0.217,1.669,44,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=false labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,18,0.585,7.05,7.69,8.80,4.68,0.757,0.217,1.669,44,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=false labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.209,2.83,3.09,3.79,1.67,0.374,0.064,3.886,46,"rapport 3.886 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.209,2.83,3.09,3.79,1.67,0.374,0.064,3.886,46,"rapport 3.886 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.217,2.93,3.20,3.92,1.73,0.384,0.071,3.999,46,"rapport 3.999 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.217,2.93,3.20,3.92,1.73,0.384,0.071,3.999,46,"rapport 3.999 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,44,0.552,6.66,7.26,8.31,4.42,0.733,0.193,1.671,44,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,45,0.552,6.66,7.26,8.31,4.42,0.733,0.193,1.671,44,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,19,0.585,7.05,7.69,8.80,4.68,0.757,0.217,1.669,44,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,20,0.585,7.05,7.69,8.80,4.68,0.757,0.217,1.669,44,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.209,2.83,3.09,3.79,1.67,0.374,0.064,3.886,46,"rapport 3.886 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.209,2.83,3.09,3.79,1.67,0.374,0.064,3.886,46,"rapport 3.886 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.217,2.93,3.20,3.92,1.73,0.384,0.071,3.999,46,"rapport 3.999 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.217,2.93,3.20,3.92,1.73,0.384,0.071,3.999,46,"rapport 3.999 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,46,0.552,6.62,7.22,8.27,4.45,0.737,0.194,1.648,42,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=true labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,47,0.552,6.62,7.22,8.27,4.45,0.737,0.194,1.648,42,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=true labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,21,0.584,7.01,7.64,8.75,4.68,0.758,0.215,1.658,44,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=true labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,22,0.584,7.01,7.64,8.75,4.68,0.758,0.215,1.658,44,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=true labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.210,2.84,3.10,3.80,1.68,0.375,0.064,3.854,44,"rapport 3.854 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.210,2.84,3.10,3.80,1.68,0.375,0.064,3.854,44,"rapport 3.854 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.217,2.93,3.20,3.92,1.73,0.385,0.071,3.977,46,"rapport 3.977 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.217,2.93,3.20,3.92,1.73,0.385,0.071,3.977,46,"rapport 3.977 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,48,0.552,6.62,7.22,8.27,4.45,0.737,0.194,1.648,42,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
